# name events 5954  kinds={'coin': 249, 'hear': 2977, 'say': 2728}

# label | 命名者(初) | 初出T+ | 聞いた人数 | 伝達回数(say) | グリッド
T+00:22:04 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:22:06 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:22:10 | coin | 南田ボブ#4f3 | 拠点周辺 | grid=11,2 | frm=
T+00:22:13 | say | 真砂コウ#124 | 拠点周辺 | grid=11,2 | frm=
T+00:22:15 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:22:16 | say | 南田ボブ#4f3 | 拠点周辺 | grid=11,2 | frm=
T+00:22:17 | say | 榎本ハル#0c8 | 南側の採石場 | grid=11,2 | frm=
T+00:22:18 | say | 東雲ソラ#358 | 西側一帯 | grid=11,2 | frm=
T+00:22:20 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:22:20 | say | 東雲エマ#e65 | 西側一帯 | grid=11,2 | frm=
T+00:22:28 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:22:31 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:22:33 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:22:35 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:22:37 | say | 大川イオ#5c4 | 南側の採石場 | grid=11,2 | frm=
T+00:22:39 | say | 谷口アル#a65 | 南側の採石場 | grid=11,2 | frm=
T+00:22:42 | say | 大川イオ#5c4 | 南側の採石場 | grid=11,2 | frm=
T+00:22:42 | say | 南田ボブ#4f3 | 拠点周辺 | grid=11,3 | frm=
T+00:22:44 | say | 谷口アル#a65 | 南側の採石場 | grid=11,2 | frm=
T+00:22:44 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+00:22:46 | coin | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:22:47 | say | 東雲ソラ#358 | 西側一帯 | grid=11,2 | frm=
T+00:22:49 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+00:22:49 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:22:51 | coin | 東雲ソラ#358 | 西側一帯 | grid=11,3 | frm=
T+00:23:04 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:23:12 | say | 大川イオ#5c4 | 南側の採石場 | grid=12,2 | frm=
T+00:23:14 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:23:14 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+00:23:16 | say | 大川イオ#5c4 | 南側の採石場 | grid=12,2 | frm=
T+00:23:16 | say | 小柳ナギ#9e9 | 南側一帯 | grid=12,3 | frm=
T+00:23:19 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:23:19 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+00:23:21 | coin | 東雲ソラ#358 | 西側一帯 | grid=12,2 | frm=
T+00:23:24 | coin | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:23:26 | say | 東雲ソラ#358 | 西側一帯 | grid=12,2 | frm=
T+00:23:28 | say | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:23:47 | say | 谷口ジン#e39 | 南側一帯 | grid=11,3 | frm=
T+00:23:49 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+00:23:52 | say | 谷口ジン#e39 | 南側一帯 | grid=11,3 | frm=
T+00:23:54 | say | 小柳ハル#dea | 南側一帯 | grid=11,3 | frm=
T+00:24:02 | say | 東雲ソラ#358 | 西側一帯 | grid=11,2 | frm=
T+00:24:04 | say | 大川イオ#5c4 | 南側の採石場 | grid=11,2 | frm=
T+00:24:07 | coin | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:24:09 | say | 大川イオ#5c4 | 南側の採石場 | grid=11,2 | frm=
T+00:24:12 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+00:24:14 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:24:16 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:24:17 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+00:24:18 | say | 谷口ジン#e39 | 南側一帯 | grid=11,3 | frm=
T+00:24:21 | say | 榎本ソラ#3f3 | この作業エリア | grid=11,3 | frm=
T+00:24:21 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:24:23 | coin | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:24:23 | say | 谷口ジン#e39 | 南側一帯 | grid=11,3 | frm=
T+00:24:26 | coin | 榎本ソラ#3f3 | 西側エリア | grid=11,3 | frm=
T+00:24:29 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:24:37 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:24:37 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:24:40 | say | 石川エマ#0c5 | 南側の採石場 | grid=12,3 | frm=
T+00:24:40 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:24:42 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:24:43 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:24:44 | say | 石川エマ#0c5 | 南側の採石場 | grid=12,3 | frm=
T+00:24:52 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:24:54 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:24:57 | say | 真砂コウ#124 | 西の露天掘り場 | grid=11,3 | frm=
T+00:24:57 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:24:59 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:25:17 | say | 大川イオ#5c4 | 南側一帯 | grid=11,3 | frm=
T+00:25:19 | say | 小柳ジン#080 | 南西の採石場 | grid=11,3 | frm=
T+00:25:21 | coin | 大川イオ#5c4 | 南側一帯 | grid=11,2 | frm=
T+00:25:47 | say | 榎本ソラ#3f3 | 西側エリア | grid=11,3 | frm=
T+00:25:49 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+00:25:51 | coin | 榎本ソラ#3f3 | 南側一帯 | grid=11,3 | frm=
T+00:25:54 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+00:25:57 | say | 柏木ダイ#8f4 | 南側一帯 | grid=11,3 | frm=
T+00:25:59 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:26:01 | say | 柏木ダイ#8f4 | 南側一帯 | grid=11,3 | frm=
T+00:26:02 | say | 大川カイ#40f | 南側の採石場 | grid=11,2 | frm=
T+00:26:03 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:26:04 | coin | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:26:06 | say | 大川カイ#40f | 南側の採石場 | grid=11,2 | frm=
T+00:26:07 | say | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:26:08 | say | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:26:09 | say | 南田ボブ#4f3 | 南西の採石場 | grid=12,2 | frm=
T+00:26:12 | say | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:26:14 | coin | 南田ボブ#4f3 | 拠点周辺 | grid=12,2 | frm=
T+00:26:22 | coin | 真砂アル#ef2 | 北東の採石場 | grid=12,3 | frm=
T+00:26:25 | say | 東雲ソラ#358 | 南西の採石場 | grid=12,3 | frm=
T+00:26:27 | say | 真砂アル#ef2 | 北東の採石場 | grid=12,3 | frm=
T+00:26:34 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+00:26:36 | say | 石川ソラ#b94 | 拠点の北側 | grid=11,3 | frm=
T+00:26:39 | coin | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:26:42 | coin | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:26:44 | say | 小柳イオ#e51 | 南側一帯 | grid=11,3 | frm=
T+00:26:47 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:26:49 | say | 小柳イオ#e51 | 南側一帯 | grid=11,3 | frm=
T+00:26:52 | say | 柏木ダイ#8f4 | 南側一帯 | grid=11,3 | frm=
T+00:26:54 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+00:26:56 | say | 柏木ダイ#8f4 | 南側一帯 | grid=11,3 | frm=
T+00:26:59 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+00:26:59 | say | 小柳ジン#080 | 南西の採石場 | grid=11,3 | frm=
T+00:27:01 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:27:01 | coin | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+00:27:03 | coin | 西森ミオ#781 | 拠点西側 | grid=11,2 | frm=
T+00:27:04 | say | 小柳ジン#080 | 南西の採石場 | grid=11,3 | frm=
T+00:27:06 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:27:07 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:27:08 | say | 西森ミオ#781 | 拠点西側 | grid=11,2 | frm=
T+00:27:12 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:27:14 | say | 月島レン#153 | 近くの森 | grid=11,3 | frm=
T+00:27:21 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:27:26 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:27:28 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+00:27:29 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:27:31 | say | 大川イオ#5c4 | 南側の採石場 | grid=12,2 | frm=
T+00:27:33 | say | 小柳イオ#e51 | 南西の採石場 | grid=12,2 | frm=
T+00:27:37 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:27:39 | say | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:27:43 | say | 西森ミオ#781 | 拠点周辺 | grid=12,2 | frm=
T+00:27:44 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:27:48 | say | 林ソラ#017 | 南側の採石場 | grid=12,3 | frm=
T+00:28:12 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:28:14 | say | 桜井ボブ#482 | 南側の採石場 | grid=12,3 | frm=
T+00:28:17 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:28:18 | say | 真砂コウ#124 | 採石場 | grid=12,2 | frm=
T+00:28:21 | say | 小柳イオ#e51 | 南西の採石場 | grid=12,2 | frm=
T+00:28:24 | coin | 谷口アル#a65 | 南側の石切り場 | grid=12,2 | frm=
T+00:28:26 | coin | 西森オト#ff3 | 北西エリア | grid=12,2 | frm=
T+00:28:28 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:28:29 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,2 | frm=
T+00:28:30 | say | 谷口ジン#e39 | 南側一帯 | grid=11,3 | frm=
T+00:28:31 | coin | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:28:34 | say | 小柳ナギ#9e9 | この一帯 | grid=12,2 | frm=
T+00:28:36 | say | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:28:39 | coin | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:28:41 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:28:43 | say | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:28:47 | say | 大川カイ#40f | 南側の採石場 | grid=11,2 | frm=
T+00:28:49 | say | 榎本ソラ#3f3 | 南側の採石場 | grid=11,2 | frm=
T+00:28:51 | say | 大川カイ#40f | 南側の採石場 | grid=11,2 | frm=
T+00:28:56 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+00:28:58 | coin | 東雲エマ#e65 | この作業エリア | grid=11,3 | frm=
T+00:29:02 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:29:05 | say | 東雲エマ#e65 | この作業エリア | grid=11,3 | frm=
T+00:29:17 | say | 林ソラ#017 | 南側の採石場 | grid=12,3 | frm=
T+00:29:32 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:29:40 | coin | 榎本ソラ#3f3 | 南側の森 | grid=11,2 | frm=
T+00:29:43 | coin | 榎本ハル#0c8 | 南の森 | grid=12,3 | frm=
T+00:29:45 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+00:29:56 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:29:56 | say | 大川イオ#5c4 | 南側一帯 | grid=11,2 | frm=
T+00:29:58 | coin | 西森ミオ#781 | 拠点西側の研究エリア | grid=12,2 | frm=
T+00:29:58 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:30:00 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:30:00 | say | 大川イオ#5c4 | 南側一帯 | grid=11,2 | frm=
T+00:30:03 | say | 西森ミオ#781 | 拠点西側の研究エリア | grid=12,2 | frm=
T+00:30:03 | say | 谷口ジン#e39 | 南側の採石場 | grid=11,2 | frm=
T+00:30:05 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+00:30:08 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:30:10 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+00:30:14 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:30:43 | say | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:30:45 | say | 大川イオ#5c4 | 南側一帯 | grid=11,2 | frm=
T+00:30:47 | say | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:30:51 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:30:51 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:30:54 | say | 西森ミオ#781 | 拠点西側 | grid=11,2 | frm=
T+00:30:54 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:30:56 | say | 小柳イオ#e51 | 南西の採石場 | grid=11,2 | frm=
T+00:30:58 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:30:59 | say | 西森ミオ#781 | 拠点西側 | grid=11,2 | frm=
T+00:31:00 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:31:05 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:31:12 | say | 真砂コウ#124 | 拠点周辺 | grid=11,2 | frm=
T+00:31:14 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:31:17 | say | 真砂コウ#124 | 拠点周辺 | grid=11,2 | frm=
T+00:31:17 | say | 西森オト#ff3 | 北西エリア | grid=12,2 | frm=
T+00:31:19 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:31:21 | say | 西森オト#ff3 | 北西エリア | grid=12,2 | frm=
T+00:31:21 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:31:26 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:31:29 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:31:31 | say | 大川イオ#5c4 | 南側一帯 | grid=11,2 | frm=
T+00:31:33 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,2 | frm=
T+00:31:40 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,2 | frm=
T+00:31:47 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:31:50 | say | 桜井ボブ#482 | 南側一帯 | grid=11,3 | frm=
T+00:31:53 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:32:18 | say | 東雲ソラ#358 | 南西の採石場 | grid=12,3 | frm=
T+00:32:27 | coin | 大川カイ#40f | 採石場周辺 | grid=12,2 | frm=
T+00:32:29 | coin | 榎本ハル#0c8 | 採石場周辺 | grid=12,2 | frm=
T+00:32:31 | say | 大川カイ#40f | 採石場周辺 | grid=12,2 | frm=
T+00:32:34 | say | 榎本ハル#0c8 | 採石場周辺 | grid=12,2 | frm=
T+00:33:12 | say | 大川イオ#5c4 | 広場の北側 | grid=12,3 | frm=
T+00:33:12 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:33:14 | say | 東雲エマ#e65 | 広場の北側 | grid=12,3 | frm=
T+00:33:14 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:33:16 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:33:18 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:33:21 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:33:26 | say | 柏木ダイ#8f4 | 南側の森 | grid=11,2 | frm=
T+00:33:36 | say | 石川ソラ#b94 | 南西の採石場 | grid=12,3 | frm=
T+00:33:37 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:33:41 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:33:56 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:33:59 | say | 西森ミオ#781 | 近くの森 | grid=11,3 | frm=
T+00:34:01 | coin | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+00:34:42 | say | 東雲ソラ#358 | 西側一帯 | grid=11,3 | frm=
T+00:34:44 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:34:46 | say | 東雲ソラ#358 | 西側一帯 | grid=11,3 | frm=
T+00:34:49 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:35:12 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+00:35:14 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:35:18 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:35:31 | say | 石川ソラ#b94 | 拠点の北側 | grid=11,3 | frm=
T+00:35:34 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:35:36 | say | 石川ソラ#b94 | 拠点の北側 | grid=11,3 | frm=
T+00:35:39 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:35:47 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:35:51 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+00:35:52 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+00:35:54 | say | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:35:54 | say | 小柳イオ#e51 | 南側一帯 | grid=11,3 | frm=
T+00:35:58 | say | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:36:07 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,2 | frm=
T+00:36:09 | say | 南田ボブ#4f3 | 拠点周辺 | grid=12,2 | frm=
T+00:36:11 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,2 | frm=
T+00:36:13 | say | 南田ボブ#4f3 | 拠点周辺 | grid=12,2 | frm=
T+00:36:27 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:36:36 | say | 石川ソラ#b94 | 拠点の北側 | grid=11,3 | frm=
T+00:36:38 | say | 大川イオ#5c4 | 南側一帯 | grid=11,3 | frm=
T+00:36:41 | say | 石川ソラ#b94 | 拠点の北側 | grid=11,3 | frm=
T+00:36:43 | say | 大川イオ#5c4 | 南側一帯 | grid=11,3 | frm=
T+00:37:07 | say | 小柳イオ#e51 | 南側一帯 | grid=11,3 | frm=
T+00:37:07 | say | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:37:09 | say | 西森ミオ#781 | 拠点西側 | grid=11,2 | frm=
T+00:37:09 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:37:11 | coin | 小柳イオ#e51 | 南側一帯 | grid=11,2 | frm=
T+00:37:15 | say | 柏木ダイ#8f4 | 南側一帯 | grid=12,2 | frm=
T+00:37:20 | coin | 柏木ダイ#8f4 | 南側一帯 | grid=11,2 | frm=
T+00:37:22 | say | 東雲ソラ#358 | 西側一帯 | grid=12,2 | frm=
T+00:37:41 | say | 林ソラ#017 | 南側の採石場 | grid=12,3 | frm=
T+00:37:44 | say | 南田ボブ#4f3 | 南側の採石場 | grid=12,3 | frm=
T+00:37:46 | say | 林ソラ#017 | 南側の採石場 | grid=12,3 | frm=
T+00:38:16 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+00:38:17 | say | 石川ソラ#b94 | 拠点周辺 | grid=11,2 | frm=
T+00:38:18 | say | 谷口アル#a65 | この作業エリア | grid=12,3 | frm=
T+00:38:20 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:38:21 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+00:38:23 | say | 谷口アル#a65 | この作業エリア | grid=12,3 | frm=
T+00:38:24 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:38:25 | say | 榎本ソラ#3f3 | 南側一帯 | grid=11,3 | frm=
T+00:38:26 | say | 林ソラ#017 | 南側一帯 | grid=11,3 | frm=
T+00:38:27 | say | 東雲エマ#e65 | この作業エリア | grid=11,3 | frm=
T+00:38:34 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:38:35 | say | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:38:36 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:38:38 | say | 榎本ハル#0c8 | 採石場周辺 | grid=12,2 | frm=
T+00:38:39 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:38:40 | say | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:38:41 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+00:38:42 | say | 榎本ハル#0c8 | 採石場周辺 | grid=12,2 | frm=
T+00:38:43 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:38:45 | say | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:38:46 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:38:47 | say | 西森ミオ#781 | 近くの森 | grid=11,3 | frm=
T+00:38:48 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:38:49 | say | 西森オト#ff3 | 南側の採石場 | grid=11,2 | frm=
T+00:38:50 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:38:51 | coin | 西森ミオ#781 | 近くの森 | grid=11,2 | frm=
T+00:38:53 | say | 谷口アル#a65 | この作業エリア | grid=12,3 | frm=
T+00:38:55 | say | 小柳ハル#dea | この作業エリア | grid=12,2 | frm=
T+00:39:00 | say | 小柳ハル#dea | この作業エリア | grid=12,2 | frm=
T+00:39:07 | say | 大川イオ#5c4 | 広場の北側 | grid=12,3 | frm=
T+00:39:11 | coin | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+00:39:14 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+00:39:16 | say | 風間ダイ#f7c | 拠点の北側 | grid=11,3 | frm=
T+00:39:19 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:39:23 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:39:25 | say | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:39:27 | say | 東雲エマ#e65 | 南側一帯 | grid=12,2 | frm=
T+00:39:30 | say | 真砂アル#ef2 | この一帯 | grid=12,2 | frm=
T+00:39:30 | say | 石川ナギ#6c2 | 近くの森 | grid=11,3 | frm=
T+00:39:34 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:39:37 | say | 大川イオ#5c4 | 広場の北側 | grid=11,3 | frm=
T+00:39:39 | say | 大川カイ#40f | 南側の採石場 | grid=11,3 | frm=
T+00:39:51 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:39:54 | coin | 西森ミオ#781 | 南側の採石場 | grid=11,2 | frm=
T+00:39:54 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:39:56 | say | 東雲ソラ#358 | 南側の採石場 | grid=11,2 | frm=
T+00:39:56 | say | 榎本ハル#0c8 | 南側の森 | grid=11,2 | frm=
T+00:39:58 | say | 西森ミオ#781 | 南側の採石場 | grid=11,2 | frm=
T+00:39:58 | say | 月島レン#153 | 西側一帯 | grid=11,2 | frm=
T+00:40:00 | say | 西森オト#ff3 | この作業エリア | grid=11,3 | frm=
T+00:40:03 | say | 榎本ソラ#3f3 | 南側一帯 | grid=11,3 | frm=
T+00:40:07 | say | 榎本ソラ#3f3 | 南側一帯 | grid=11,3 | frm=
